content,sentiment
love charge,1
dynamomagician dude awesome,1
hey robluketic back robluketic live gt httpustreamwv,1
rawrrgasmic dreary monday morning slept like crapgive break,0
sad missed tylerhwilliams going away party due much work really gonna miss kid,0
barbschaefer yearling pet home died sad whole family,0
kusuma aaa new follower hiii,1
eastcoaster funkydung doh im inside job lolzor,1
waaaa ran machine problem yeah,0
danielbachhuber tmobile g hummer h wish battery life iphone,0
divabat sorry hear lost two hard drives year know feeling,0
got back doctor dont need surgery yayyy knees still fucked gonna get better,1
xanthetwirls saw urs chance else would name think ill b missing nite thank god youtube,1
mikedignammusic coool thanks lot xxx,1
good morning httpbitlytjvhv,1
best brotherinlaw world sent twilight blue ray gift set blue ray player,0
artfuldodga love itsakey usb sticks gb australia,0
rained ever day miami since ive,0
dont like funerals,0
received excellent birthday presents party usual success,1
gosh im freakin bored talk,0
bored always much fun companion missing bff alreadyyyy,0
happy mothers day going zoo wake oh god noo,0
trying figure twitter thing im quite excited,1
ive got bit neckache going hard going home alternative night mean nearly,1
dollhouse saved coming back another season bad scrubs isnt,1
theallianceguy thankies btw part scotland live never got visit uk lived europe,1
woo hoo happiness score apparently overthetop happy considering week ive,1
dosent want go work tomorrow,0
missin boo,0
sianhughes oh god watched claire escape really quite sad,0
got home work chugging big bottle apple juice,1
craving munchkins bad,0
amccallie wow replaced already thought coming back steaks,1
dont know mom gave clean macbook white tinted grayish blue black desk,1
moneymakn thats actually fun would think hurting week similar experience,1
breagrant thought one best heroes pitty killing good characters use thing lol,0
watching twilight lt im watching audio commentary sooo funny,1
vegasrex wish time back airport already,0
savfortomorrow thought pretty good guess bummer,0
kmaco hes probably beddepends aide today,0
amandawilk yes unfuzzy prefer fuzzy clear caleb wanna turn back clock,0
thesandman gravewounds hursty samvoaden miss guys much xx,0
noxhanti lol gt dont mention pleasure,1
guys follow ginoboi rx twitterwar dd go ginoooo,1
hairstylist left salon without telling going damn,0
back mountains,1
ankitagaba take shadez away day shadez twpp,0
kkkrista cuddle afterwards like cuddle turning tricks van buren,0
sunmee hope studyin went well,1
zampeachie pange ahahahahaha two could meet drinks,1
yesterday awesome sunny day best friends good food amp tons fun could ask,1
izzyvideo izzy sorry hear disaster,0
happy mothers day,1
donnyosmond excited booked tickets vegas live uk cant believe price show tickets,1
blooddrunk sick im totally getting gh bad guys didnt get play boston,1
sortingtrolley sorry missed post earlier edinburgh biased towards awesomeness glad enjoyed visit,1
really want go maker faire tomorrow sick makerfaire,0
drs beverly hillsdoctors scare crap,0
albz oh man wanna bay asap thank great day,1
tons updates including pics rob yesterday check wwwrobsessedpattinsoncom,1
followers random spammers,0
stopped raining fuckingtastic,1
whattha lol congrats,1
home whitneys sleep church bit danggggim tired worth,0
oh ex room mate moving today,0
reception eating nasty ass pasta woot beautiful,1
cant believe metal gear solid song stolen im disappointed httpbitlyykksu,0
even miles miles apart youre still holding heart days jonas brothers concert experience wcandice,0
symantec ghost image corruption making cry,1
first compree completed exam hrs instead alloted,1
konghee good time sun amp dayan ny,1
heading beaumont,1
thanks concern guys stitches later well whew,1
boring sunny monday school tired lazy hungry yeah great mood,0
bank,0
good morning everyone,1
im stuck traffic jams somewhat starting situation every day thats sad really,0
veronicasmusic guys coming back tour oz missed earlier year made sad,0
diesel wish take care,0
slept woke iced coffee lazed amp went late lunch bf sweet little laidback saturday,0
im super sick w fever,0
aaronob itunes lost songs,0
pickleshy tongue cheek mentalitiesthere another one takes piss arabs long,0
forgot wish sister happy birthday yesterday,0
ready,0
devyra hahahaha definitely still writing,1
paaaulaaac even life pretty good always say shitty,0
thecraftykitten like cheesecake brownies miss cheesecake brownies walmart closest la doesnt em,0
slept late,0
jamjar thats mean,0
chainsawchelsea consolation youre definitely one hottest ggs imho,1
wish sun would come outi guess doesnt matter since im work cant enjoy anyways,0
watchin favie themandymoore said sothen catching much needed sleep goodnight,1
dannymasterson miss show,0
madgab bask misery together,0
kevpar soooo great loved good live haha poured us though makes much better,1
ughhh studying finals wish could go prom,0
oh antiboyle didnt work either never much bad thing eh uk eh,0
tyleigh thanks hope find job soonoh almost forgot landed role indie flick first audition ever lol,1
wish chicago,0
yslaurent,0
akarra werent quotpickyquot precise might find interesting talk,1
less min lost followers,0
netmogul actually play keyboards pohaku lol played st bday earlier im spinning shack,1
madberry testfest weer een groot succes,1
back salvador wish sao paulo see second concert,0
wish sri panwa,0
woke nap ate nasi padang pisang cokelat,0
httpbitlynyhmz dionusia made,1
dannisaywhat lol kk ive sent u friend request,1
home sick,0
im sick sad cold,0
coupleocachers trying watch vids audio disabled,0
moggy internet last night er brill massive explosion end nearby gas works er standby,0
tommcfly sweet englands becoming lamer lamer since guys left,0
may th starwarsday,1
bunnydrumming hi bunny recently subcribed channel youtube make great stuff kinda wanted say hi,1
listening bands recommended sarrah really like friday night boys lt,1
go big plans thanks tonsils,0
mtupyro dont feel bad got foad promotion,0
sleeptake twothis better work,1
sixjaw sympathise,0
got back concert mistakes kinda failed macedonian test relatives serbia woohoo,1
olorinlorien know snooker though nicolaherbert ate huge fans,1
already misses dunhams,0
also toy story teaser carmike said would toy story movie theater fail,0
abstractg grendel tigertigercb woohoo got sunbeam caf series grinder eu foods epic win,1
study day finished care plan hungry hell ima go treat burrito good days work,1
celebrating st birthday,1
wooh th tweet life xd,1
england summer holidays year yay,1
tired summer already,0
ewwwy campus cleanup community service,0
got home went totoro cafe finally first time ever liked colorful place happy atmosphere,1
getting ready school reading whats going set montepulciano practically crying cause im,0
chatting matt mercy mercedes lol,1
andeedrummer yeah goes always brings us things let last something called quotbird milkquot,1
got went outside planted flowers watched lee evans dvd knew bank holidays fun,1
bluca lol im glad see im one,1
got bunch presents mail mama excited open birthday days,1
fatallyyours thats stunning,1
happy mothers day httpbitlylrsng,1
backhad great mad monday meeting tomorrow,0
gericaquinn lmao haha nice lolz good though wait lol,1
novawildstar nothing sort nevertheless shall go share magnificence wider world,1
feeling sick,0
ughhh think plans ruined excited,1
amandapoop didnt yet never texted backk,0
mrsblue reli gdd ty lol im sleeping im watching tv alls good lol,1
sadiemarie better hudgens omg song came shuffle would city high,1
oliviathiem thank blast,1
ugh hard upload picture twitter,0
amineb perfect,1
stryperband love comeback stay tuned fellows follow people though youll turn get followers,1
sometimes things say hurt ones love unintentionally never ever take back fix,0
probably going miss silverstones race season iracing sad track pure laser scanned awesomeness,0
goooood beer tiiiimes,1
angelibarra guys rocked tonight yes us tacoma kids rule,1
retrobakery would agree bacon cupcake would rather drive shop instead office,0
took shift tomorrow dont really feel like working right,0
jenn jenn jenn oh oh wont u pass ur itunes knowledge onto,0
wow tomorrow ill never see people kind sad,0
oh god cheesy disco music started everyone getting tables need wine,1
painful sound world crying someone love whats worse cant even hold say im sorry,0
sick ians coming good,1
well schools finally idk im sad ill miss teachers goodbye mrs r mr collister,0
majayy miss,0
strongly agrees jason wolverine hugh jackman sorry kids mouse,0
im still thank praying ahahaha im watching britney record school today good day,1
rorzshach wish im good tbh,0
love creditcardsized memory sticks microsoft keeps sending,1
back park sunburnt cant wait totallywiredm nightand gonna get smashedbein sober jst wnt b fun,0
first work computer home laptop fucked,0
bdmnon heard cant make,0
michyvasquez oh careful road,0
need restful weekend work instead,0
nadavs cant wait things,1
via cornellfinch found geocache heads httpcoordinfogcret probably find day httpbitlyjss,1
last day last time visit parents unmarried woman httpbitlymoqn,1
going home hope one saw play,1
bout go work,0
got home another amazing night,1
aceconcierge glad got safe amp saw daughter enjoy time,1
want go school oh well get early anyways,0
twitter second day running study leave car one piece,0
sha fcpmacbook pro buddies,1
elena left morning nine months spent living itll probably years till see hmph,0
going memorial guy grade died,0
looking forward driving storm,0
kittypeace fun twitpic purple hair,1
jmbuckett oh snap kinda nuts right basedmagazine ive told least thanks babes,1
finally gone beach yeaaaah,1
sunbathe today look like lobster feel like someones burning alive,0
mother drunk grrrreat okay mothers week,1
patriciaerin hugs oh gosh im sorry,0
looked weather greece weekend sunny omgz,1
goood moring,1
got done working outrelaxing work,1
aussiecynic lol yourock,1
awake wishing wasnt feel like head may explode going try go back sleep,0
damn wish botcon everyone,0
awesome pedicure today,1
hours sleep last night wants crawl ball somewhere sleep hours work till six,0
phillyreds sad true,0
thatchmaster miss place miss wegmans even whole foods wegmans,0
